productId,userId,rating
tq9Q2dSndwNphJopp,,
JfLhEossYzYEtL5CN,,
kfkaG4YYsSyQrrYd7,,
YoMJ7t9yAC3LvGvwd,,
QbPk3ifRWLo6kkM88,,
pmnb7eyHGzqLtWzeX,,
xTAfgwRKGRMdxH5Qw,,
pAHwnK6FXkohmx2DA,,
DuBpovoomacmobKYu,,
MX7kkzwrMuK8Wtb3f,,
awWryWWrqzLLpyeEd,,
uz842Z5wjfp6FGJKE,,
r38J6fWgEcZcCjn3c,,
v79mqGvZvr6tDGxB4,,
aiKJMuoPkw5yTdwZy,,
LrTtBRHxQKGkmowDS,,
m3sK3JkhsYc8twySw,,
NhMwiMYNdSqhTtmLN,,
dDAALideLcqvagft8,3yWJHyFp2JTyxWdCr,4
bENpJtXFkZ6eMNMHq,,
9yCxzdokCpvyQxwZa,,
c5Grrr7oZfaHTWFqq,,
ypdvWSZjnFRohMAKs,,
hwYPm3FFZ25vc3KiW,,
eG59fvNmABrbwg6x9,,
PhoFhaeMqQtYniCg3,,
NLYgNEjarDTx7cq8D,,
km2yt5H6tyyw7YJ7v,,
fvYRvincfSMo4izqo,,
Srgjoh4abuf66ANTe,85b7JhqYryiy5EQ56,5
5X2xgwuzp8LbNwXXd,,
jXrCpisfaf7QWbgya,,
HjDxdhjMqxnHYftZa,85b7JhqYryiy5EQ56,5
ETe3JPpxet35xKzXL,,
RTrR4wmd2oMm54dcx,,
dQYCAznixDtdSzSBx,,
arheq6QbdC3aMtFy5,,
DZRgWrLi2BAXG9K4x,,
i2DdcLBy8KrjfTmgn,,
HAHrLqSSC6zgTnRxZ,,
FCGK5HWee8yq6dttN,,
DTiMec33p48R6sGHE,,
rDcag4fw8QLc2tjGy,,
wo6R5XZYfSz3Cc6FY,,
5ojWBZg8zdbr3hhWR,,
tMMQpn57siKbxKrpq,WcQjiuTQvTQ7vsLRC,5
jneiw8v7CF7j9nT3r,,
przpqLXfwLeLaP8Rb,,
PCuxqxbopbcTXyfo9,,
Xa4d3EhCrWYyDbEdk,,
nEofbLLbFw4uxRQLQ,,
NZyaEJzfWpKXQWmWR,,
WzETEXevs4p75aN4A,,
bPSPykJpLEay5t3FD,CKeH2CE9LJpmPmdvb,
bpKFK38MkXdu5J7P6,,
hWh67qwy3ET5uYcyH,,
kw6gzPKQPgHd4r3it,,
jpoa6PhhJw3aRHjDT,CKeH2CE9LJpmPmdvb,
k9tCTCdDKphhyWJpz,,
s26yFgxsHinj6ymCN,,
8nucbtPK4eWGGX3dg,,
xpQ5wntQLdL2iARKW,,
N2Z2Qz6JLKKCbjXWz,,
QQ7FubRcwQZzf6dpn,,
xSAZjAzoDDPD3A83f,,
BHBA2YgmABwNvS5ah,,
WBHD6rkLcHZ4ZNfez,,
awrBoRwE548k5sD7x,,
XqyyABrXSR7tB6Qve,,
eaaSccqQXBFWdCwx4,,
2225fMyiuKMKiwnSc,,
pvqtWNQF8vPwme7Wo,,
Rbdk7GyyH2S8ydfRw,,
MuLmPhfMNm3ATtnLm,,
kAgWMWDqQS7Wzh8R3,,
CripjfAQf4sDB84Tt,,
d8vtfbio23BGG5pjG,,
5rrAzCf7eKx43Gd9z,,
tQ45P3RZxpH4c36iT,,
78CxF3En3TyMuG3tD,,
jE5zy4vbywwmiSDL6,,
Suxjr7JagLQz8hxbz,,
9eGmEdQ4HGkDSxLFp,,
4wnZdSjTN7teWN2Bc,,
922GWy7bN85DaKJxD,,
tgoqz74GQ5JAcxLj5,,
kjWPxdmXMeFMQMCGj,,
T7g2NsgjQK9yKtQsc,,
GH6KvMA3D4h4utGcp,,
Botswoo9ppNDmQDEM,,
c44REBbPvuf8G6dAi,,
udjLYC5eZqteD66AH,,
m5DncxWRaDdQ8htNS,,
STtuJaYHCDRPbq8mK,,
6AqaXnrQSH3CFrmtW,,
8upch3s82uPqg8hy5,,
vX2CfK2wJLxeLFTMR,,
sxdvhnQg8cosbHfzw,,
rpBiMEESjz9Zo7yk6,,
YCMWrZmwf5GyocN5K,,
KbHB5sBwXT2tCmPix,,
e6pBRytGNZBd3drsW,,
hp6nBMHsD4wEgjyWy,,
yx37bqEeLCygtLpH9,,
fymShJqDsu29eq845,,
7Ba7LmxkgP3YMKYRQ,,
TZJt32gMTFpAGZBvC,,
69in4xdDMnpZ98xye,,
aJxLobFeyRtzCTaEp,,
edsDrYsiThYktt5St,,
XazS2LfctXnAKqWSN,,
8qQ3sMyPnYdoqFR7g,,
AssAr6SgCPnw3ovwr,,
8jwARWhybzYNuniuW,,
Wdv2vgXRmvgHbNuTm,,
Lc4PMYvxM7dremFcd,,
jt8BciSJaJm26z2Gd,,
KAv6zJGvQwdra5bwA,,
KTwGzF7373njHjD4R,,
uqsGqhRv8sqGDRLiQ,,
zCd4McBBYDSp5MPkE,,
ugbzKQu7g4Wxex77j,,
xXZs9YQLZWFirqEvS,,
k9yQZCCxh7jMicDTZ,,
eZhoc6YzwuGjckkwp,,
Tj3RCtCozbxLgXXXG,,
NWhzEE2XknKZxTxHj,,
Yr9hBgL4zhqvT6GPD,,
p83Cb9GLDnLhSXk8X,,
DKmctrc47c22dA535,,
ooAyyJjyBvAuhgFTF,,
C39b7JMR6ofz63TeJ,,
z4HECB5YsLurKq8yP,,
8ubk2hK4heSMKw2tL,,
MyyWa9dHBfjCib2pn,,
akuKXQLoo4tcXjREH,,
F9bB3mcFcmee6QRnw,,
FBR8hYBkybXnNz2ug,,
9927QScQNbM3XCd4Q,,
aL54CpjecLDYZh37K,,
CzmoQwvmNqsJCbyGE,,
6N9NRCEDHcM4CnTau,,
8vigbuDc6cpLP3Aou,,
bNFH7YwXnjc7jcqR7,,
B5ZrSDwdbmZ23mier,,
H4F892x6E8n4qCPMr,,
YhsJsyWu6DiWdKfaL,,
wbWGGhHrkNrMGMiFH,,
khmhKM3uZsyzMWnCT,,
AiHfNg8bWbEgRZQEP,,
xxnBwFBMhp2n42qce,,
nh3oqgE8qNe69w3yx,,
BJDvygez7DKxBEcZf,,
kePDqwBLgnDw8fapi,,
kHpA3ipPRQybzck3C,,
SryeYdw3xxpee485B,,
HDCZw44bWb28kXZMF,,
wbDXZrNgkwj9GHEhK,,
dLo3umAZmSMvc56YK,,
CZ7SBMwxaFtuJC9jf,,
iEPxDoRxgiXNBLiWv,,
XbRfe2v2DPx7W8i7g,,
G9mWqf5N5ecJDCYn7,,
BY8nwNtnMkXA2cPze,,
sypt6a9xnoEvX95Xx,,
pSeC6pMiZ39w76ZCi,,
2LpLS8vk7BMenu84K,,
HLo2JRpAYXizERYtR,,
St2cdEjHvXhqjjfcj,,
yFF5APknjAz3vREuj,,
4kY6DbBg5ct8vPyFC,,
yyjHRmr6j96vYrhAi,,
Hi7SuDSTPf5khvQ8i,,
JQkJarZiy9Zcirsjn,,
FtAZBpK4EMfFqTkvN,,
cXu53s2jD292bbPYb,,
a3vS9vySTXcRChBfs,,
vRdhiP9RNSSTW9KGT,,
3T2iQkcE7uDAheegP,,
FqtmLgju8fgPaTTzT,,
NtCw3pofT8joW9SjP,,
MqHvhaJ2ZhofxeDqs,,
BRW5q2iZ4TNtKXqFW,,
aJto4NocuFAXo4efA,,
6Y9PSAScNzuDD53cE,,
dZ48mHRShqoABqKQ3,,
mvm348k9SxkYpSBdD,,
T3Q6tLRvFoMMMgxGT,jddLmYWXBX8yYHKpX,4
T3Q6tLRvFoMMMgxGT,WJ4aM8H8kwxydMcQ5,5
TTG2GjkhQnKYAGYDT,2vczXSkuWnmdSRFEa,5
rbZyvAkcer35Kxdcg,,
nveZfmPYmurAuEeBQ,,
fAHc9kimz9vuXBJhL,,
YjJ2bnkPEGrPTkjdP,,
xypdrCYs64xCwRoMn,,
GAdLv5DEujcieN9df,,
JWwiCYF293Wjo8zDj,,
AYgZ6Pg8BoRQYxxQQ,,
LnNQieY2WghZ985pi,,
kCix2RFw46cfB5vvo,,
5qYoYHtYmQeZXSD6R,,
zDxH3qZiLH93Ytkep,,
qL3nHzybGc87C6N6s,,
5K3QT3RBQ97iQ8MNB,,
786tx52bcYb9RBwn9,,
k2WjXHpfvoMr8hPRS,,
DRk4rGdeEj5p22mGj,,
H2D6s8pnkPHS5MbfJ,,
a6s8cwAPw3PnAeRao,,
e4BbLDTMZhtqwB5gn,,
mnTWg66eFpe3tykWr,,
wLw9mECGcreaA4SQC,,
62a2mDwW8TTfDo5qH,,
3Lon5ddRYRdQYW4eK,,
wKxfybNjgMm62MxpK,,
BLMHSMKkDdmRMAMTi,,
h6xT7MPsZdYb6oeLk,,
b4ew3XJMJLJkgSAQn,,
8Sqe6f9TacLLFzGub,,
tky859CZpp8eQtSWR,DPrY6tJKTve9euCro,3
2F7DCJuSzPjeKor4s,,
2BgZn4Gt4Yw26Ti4E,,
MsNjk7cxp4FRGBCuv,,
XETSykqNn7fcajcm2,,
Bbpbai9QuDJeyNANy,,
FSXQjwPyon4v6aQnS,,
mwkA8gCE5Wn5XQQ3b,,
KxaA2WdjBxaYHPTGN,,
M2ghNH5ywKwtGBrKv,,
BgqhHiFGjWPNLxhGd,,
9RMA8qsNg8GNBtFaS,,
zT9spcdb59H4yeehx,,
xCia8q3sX2EN6JS3x,,
tHwNawpnwHmeEmLvT,,
RJRDcAZ9dpiW2hofL,,
mt6pjMhKmZv8i3kjY,,
gx6aAqehKesmTSG8L,,
tEtdKu4NnRWtFQYdZ,,
KA5oLDzoZiSzWg6eb,,
qQA2Yp57NtFq8ghi5,3yWJHyFp2JTyxWdCr,4
7eiSW9yX7B2uMReZe,3yWJHyFp2JTyxWdCr,5
ByDsHyHznYTddNpfW,,
gao4pscPaui4ppd26,3yWJHyFp2JTyxWdCr,4
npudHMCdZsR5Ddshf,,
XEwzXLrXfAdLXC3G7,,
FtbjM65wkvQgdg6Fe,,
T5rP8SZxvaew3jui3,,
r3QuF8hP96wb8ci6n,,
vpZA8Nq8yB2kspmzj,,
S9LzTJXYNtf8XLarJ,,
GKJefkwvfDx5gyWAP,,
4qZikWwCv6cCpcNX3,,
4zifQWo4HN8NPfvdX,,
3ns87u7Le2MAyNM7t,,
Bh4JFxscntFeM6uCc,,
uZoCjSQkBLCMfBQ4k,NqmQavh3iE9Tv2JEa,1
ytaD2dripmdWBpxaR,NqmQavh3iE9Tv2JEa,
Di9mmxMoitsNYN2Pw,,
qkiGbPB5LKrRCvSzi,,
qKaYy2vT4Hj2h5oFd,,
Wqiarzm29rsXj3oFn,,
szZwQqb3HWMfLJLoP,,
WLuyoRgnXkaB3GfuT,,
wH7jSYuhNwGkwGfcc,,
3orZDmGCSxPv69Aff,,
7mECNRotLWqpFAjwW,,
poqSK9ghaZDfMejnh,,
knZGunCCEn3TRsuSW,,
5GqJXmJF4Xuabnqf5,,
saHd7ukQJ2PCv5sNf,,
Yk5ERPkrKitpJFBfu,,
yJy6hjBGMt8wuCakf,,
dqL42dsYzLPyoWZjf,,
ZocNZny3GgQTNBMog,,
Sgp6KNywYy7czo7MQ,,
utKwpENrEEE9QP33f,,
sNkwj2FJJcLJEfBCH,,
vkRKpKoKx5rgh5iRw,,
aEa5Zwyp3XHqdNKBL,,
XKhMmumudyQijfyCF,,
q6NYSYCCtLgZYcc4x,,
T2goAGwhATFrpW9AB,,
BBbiop79bxZY3SqaR,,
vLE9YDWSR85TQvFbK,2vczXSkuWnmdSRFEa,5
vLE9YDWSR85TQvFbK,dnmXWrAdRshZymrGN,
tqJhx75ZGpSN5n4Eq,2vczXSkuWnmdSRFEa,5
JC7idmyizHBrrBNAi,,
kw2GkwXbsAfqXGfMK,,
askybEc72bKRZJvQL,,
vnoDN4x4HHnToLRxQ,,
HjBSiBgSbSE23S8nB,,
XyAJEfkX9bnYaorRn,,
TQbziAyFS2mtaoCYP,,
TAJ665TvxAXtA8u76,,
PyuzFcDwdLkvgPM4Z,,
8nKwthDDTdoHiXwsm,YDuvG9RTKakE9ASos,
LZeLup5YoT5HjLTnK,,
oaRZnwefeNmREYEM8,,
8omnkoMNcSkev8phb,,
rk4SfdDND4QDBD3uM,,
S9skPHnQeAJgoxfGr,,
7GKNRJgfDfigz6AX4,,
5kBxSv2iqwtt4H7je,,
MsSyxzkMHw2yMMw6M,,
nyC2EF89L9wtwSaCx,,
zP2vmhRyrRbsJFL63,,
HP7JcNfKFGgKYQnMi,,
mqYBWtCTMsFg7mwR5,,
QLdnuetYnnnsDSTb7,,
suNFSjDGS2DLAa2Q6,,
JA4jmMCJJYkewRv2q,,
Q8reXxtHeDvWc2LQ7,,
tb4mrHEBmpKAofjZX,,
f3KrRNZmFWoAkFd5A,,
72eyAioE9Taoyb4Q8,,
6m7TznvqFe5qrnK3C,,
iTPu3CrddcuCPRq7m,,
WosuYX26v2ShdxcHA,,
rJbj5Sx3eWPtbt7XG,,
CAL2ETKJoZshw379J,,
xrM94RcD8Nf5KjKYa,,
nmhevhYYM7FiC3ejJ,,
HbsWBj7Ah8ALpqBbX,,
TLDHbJZMFMZGtgznF,,
faJdWsZyLWnZkGPip,,
HxmmCiDJPwB8iDfRh,2vczXSkuWnmdSRFEa,5
tZW5wzNh4CXSraLBs,,
JQagHu4hqGeYtNQFu,,
Fc6Y8kDJ2zEfuhMNd,,
Fgcr4kqm6rioDamxm,,
vhMzNcPrAsjce5iJh,,
LP5bTmEazxmWiLuzB,,
hLr2mQHjyXsJLPhqL,,
w63pN9unBQ2a3783L,,
EuEH6h7M9b8CTjsZh,,
QdoBoPkLc4qWNBSkF,,
av6hoFZvN9sAuFyAt,,
qWcPLkHRRtpwtW3yo,,
ZQyoATpiomDFrNvzN,,
HTbXYAW9yd47B2Nqb,2vczXSkuWnmdSRFEa,5
HTbXYAW9yd47B2Nqb,ozyF5GaanmNNGCcw4,5
BFEWdn3bhce5MSztE,,
ArexeCsmBGAEJowwn,,
KTp7yvf52SDHfXabP,,
AvFEF2GYQDXer8Ldi,,
5YyrKT2vrsqgMdQEL,,
H5BDBbykAsEXvDFz8,2vczXSkuWnmdSRFEa,5
H5BDBbykAsEXvDFz8,ozyF5GaanmNNGCcw4,5
xSWYFwRfnPxMs6fNv,,
zbqoPeAsjTiLrae3s,,
G6KBxXWc7Kkv5A59H,,
GNaKZhnw8EPKAfv3x,,
32hHoz9gtNuzNmca7,,
qX8KDabAQEFXg8RrY,,
ddrd5bahKujpoz5QW,,
gCpJXvtDqmzyYjsvq,,
3HPc35GbD4CPwKnwg,,
kSKLbYN44pwNfDxyk,,
2kKHpNtYmP5taCHYd,,
aEZ7XjT4jc9dMRMtW,,
wHJvKrkYFCFsEMqAd,,
zHyq42ktEgnhamSae,uzLfHSgzeTWCbQAjt,
QLQyT2Kk9gdamzJcS,,
E9RBXC9cijSpzrEZG,,
yEW2JpJjfSpxypSx7,,
sBCvzh5ZqTC2k6wdY,,
diJyi6Fh8Grcu329t,,
RHFcvHxRdGtDKfG8y,,
Ec3MzTPKq66SXjTqd,,
JewnP7Ad5QrawK98b,,
xSiaZnxC68tLyKGBf,,
Zi5ozFNNzhyi75d24,,
XN9HatfyzyYrZ4SDE,2vczXSkuWnmdSRFEa,5
WSkrsWRKFPhcmtaLT,,
4bLwpnFZvFKfWAJNS,,
DXbSvsW5zxj9kB7vX,,
q83Pn3w2PzTNA9bPf,,
6MxiuqjQ9ABbpAQWt,,
saCT3g4emGjeNYq4k,,
ZAn3b7rP2ZY8v2ENt,,
TiaZDr38YHXebdWBZ,,
srtRvofwqLSA9syqH,,
D5ZWP45jF2Yib3wz4,,
bsRFDTtpTmuKXC7qb,,
daiyJyR9tRQvevZNq,,
uf3sPWBgJWK3W4wfN,,
8x3mvzbaxEAYzrGHp,,
EhGzc4zoCDY5KNqhp,,
fzzrwRPffyeRnskk3,,
9sHm7cR9F7g5MFGYr,,
uNMCAyQRMA2tKaiMk,,
EwMFEZ2j2otX357J6,,
wzuv9WCpyYinjRCJN,,
Yqb48RsTyg4dBF3FL,,
PeBFRRR7qX4NvMktp,,
dRLnXoLaYYKQXefdY,,
DXv3rRYfcWe85YwzN,,
E5NGbdFksrdkzDyQZ,,
CzrodBAGyBHZbtKye,,
gZH5a3x9HuCeaPMti,,
foDjvuxpkZSjgxdwM,,
npqghrqoYBfTbrZXF,,
uowEGN3AMQHeyzQfb,,
PwSefAHry4i2ghM6J,,
kWx2aTBfyrfbLaDTW,,
TpyDsiW3pH3JiT782,,
8tsjEZn8gt4M4xEif,,
66fYpjZBgnzMPNvC8,,
bDdWzvyTyBQdRh4fd,,
3pqtPNuP3TDP5JhQL,,
DBTKaRrJT3F53M3iL,,
L8MALFwYM83zMzuuR,,
CDckXJa28vMumALoK,,
WCeobu55AkvamKo56,,
HTE8xbWmd8pTA7NLS,,
7CjNRZDNuWxPsEAhX,,
p9uhYFFk4JqXcCtBG,,
Kw3evbLJtoQZ79iyr,,
Nu95nBqtgYN6nGNuo,,
gHnyoQyXwAbg7Jy2x,,
qtTikxXuFmf5drs9Z,,
Ku7JGHFr9QJ7icfLz,,
8E6THiFuXurAwGxas,,
5c9z9mjqStNuLLCXK,,
Mf3DHWTbHkjh6pp3L,,
RyXfsn5Z5j2TyqvzL,,
Y7EWXt7Cj9HKfLFye,,
ncE239WGEtMSDMLXr,,
RQgnj68YWpJj5NBmb,,
viqRyCSE7J64LQ2uE,,
fERouwY3mFkvPS3ov,,
BmgG39SuZAtZHoBsM,,
BgngFekTYPbJ83Ycu,,
TmqT9X82ZmMCAK2nX,,
FfkRTxS6o75sehsdG,,
g8Xt3pQ6PdyQ3Q8Yy,,
G3epBt59cACaSNtwm,,
J5qcGdxdGeqf4xaka,,
x4SJQ26hS2pdqjsFx,,
KQhxAthA4iMbksHdp,,
CcKBhTtJu993R63Sk,,
5p9nSprcfYYtATGmG,,
XfSaLh8tSYTFP4NXr,,
L7CSfZJasjdqS2WgN,,
YKWZ5TcN8o9LSNAfB,,
L8YWL3SLxq2dq4hD5,,
So2ZDYZNH4gxv72tS,,
BooNypjACWuDF7jtS,,
rQ8GWNqWznXT7MdTR,,
3xgLvkFfda5fgeyTX,,
oQ2PHYQ9bvr5XTav2,,
dAJupXoZxagujyJiN,,
FcXfXrkjnpBwDHsqX,,
PsxMbaL4HPnnGqqvy,,
de8yefM5tiBa42XaC,,
SJKDv73NhAHGfj53E,,
Ni2jPG4YsgEjTozqA,,
JWws6At4jFJB3KMLm,,
x3ZYcXZrwXjGh5nBH,,
wZurs6tKjnwTQP5kK,,
k3nTgZjaqPYtTTktE,,
t8jB5vspLeWAQFwPw,,
9ohLHcjPuSkYhyRzg,,
Dcobzfb5mfBgnx5z9,,
yCo9FLmiDNvgMb2Td,,
TcoqALdjcdcFxP8qz,,
6Ee8FNr3E5GPQQ2pm,,
XSydZNrTfEQbwvJ27,,
HNnhCLJ5pwns4zhPf,,
mWRLZvT3wCTg7nfp2,,
XNnwuFvWQBqXN3Ygj,,
zKhgsXomgrNHuWYu3,,
gEGEn35r6oHLSrphG,,
6AXYXNnKmofzAyWfM,,
oWX6PdmzfT2xaet6Y,,
8Rxm3MbheFgQEZKhe,,
7vQjGrodjLuE4odnR,,
a4j7DgzxzgJxcmmZY,,
vSmsHcvnwfDppuv93,E5XXcjpT23HtZuT3Z,
SPQhPTmaR59HAR3Mi,,
hXabhAZBbraPrtfeh,,
rxgvx8ZZPjyE4a3oC,,
Jj7bnoHeSmfiKwMHC,,
eY7WTQ8CTGudPFrrn,,
sqMXh4iTHhmJBuXkJ,,
eqGJh7YpTTgPZTrFD,,
cG64DaNHsaGutSM6u,,
JEScwpY9facvC7xzv,,
PJWgYJEWpf2ymp6Y3,,
HYanTmdaQFYZMwnDf,,
ubiYBRtocXaK9BbBG,,
MK5pki96QWTzQbgDf,,
qCCh9DsJortaHHkBH,,
YXPFepqdFfCPRP3ke,,
kQ4pqLCNaWjqhj38M,,
n3ug9Ztgbsqk7aZoz,,
6ppkcMS7KeQ9J7Kjo,,
hvofctepbzeaYgCBK,,
DhWRkvNxJHcFx35qi,,
2pTgwB7epzW4xREEZ,,
RKKo6boKGKCSXEfrJ,,
Wx9SMvmoS7DuaEcua,,
upBFcgfB5B2GLEvNB,,
J8JsLjAqAQN4aoTP4,,
xMwxbjqHoyiGakyZj,,
Hq85SsGxrqX78FZPA,,
8pifbZAMTkRdNj4y9,,
Xga4qQck5w7nkXBZX,,
bmMcdwcdz6FqfLxvc,,
aJvkJYJunnBE5D8vy,,
6Jvucg3tMCmhfhYBS,,
BvMZK2YDo4JQF7s4z,,
p9gBezMgxcmf5K9us,,
qGL8CWsQPSGXqDWzd,,
snGd7i5S9LwT8jqFq,,
HBbEMtu7LDs2S9nwM,,
EMTtx3zhuHRfcC6PL,,
Tx38eH4jbQuc9YvHH,,
JPyyJsfvtkPaeXboW,,
gPasoTzTcaDMmYc4q,,
RthxPxp6xgpS5JDYn,,
J2Dttu8fqcjCe6NF7,,
oZpjLFeuhWAineQNw,,
ioa992vjAamdakvAC,,
Z9F2gSkGA24uYxMGF,,
hQYuKXzJ369kJiDgR,,
dhQKhssfZrT5HyHWw,,
A5PBKWN23sPS3vd24,,
5NF4qC7r2cKELxP6f,,
Brjv5NSe87QPBALCY,,
cyrSoyaLhCnhqwY3r,,
7XhbjRCGjAgd4LezE,,
HbB34oBvc96Ah6rMr,,
ALhSuyiTcDkM92Lok,,
kyMrFMaFCdMxPZrHb,,
JnSpkZQhMHKxik4tE,,
G7MC8HCbgnGMjtmsF,,
2zAN94ojXzHBNaq7Q,,
prjdTn9gtZtk8df64,,
KhxXfv6hiPSm4GGpi,L8AwZZrYJJHr6QcoW,4
PB9ojPi2rpjzEnKcM,,
nKMXCSFixNmdKAeXR,,
8aMxNCXM7m8QDzLrF,,
AuSPKza48RCan9244,,
6i7yjdxHDXwDyW5ak,,
AwfHG2QjQ7XqfwRDh,,
SCExaQHqsCAr5bRYQ,,
5eXSmdYHF5bsiuDvw,,
LetKAvaGzShwzaguw,,
3wTKjX5BHcqamTYQG,,
5qJbHJANFmk7Q2JSb,,
RzQz7NPjbEsBkKbtA,,
6mqszmswy2Ma2aCvX,,
PP3SmHDRhHprLwPEm,,
iXLRBeQzhFR3ZWoLp,,
oFDrbMk2ycpsThGZc,,
3f2L3EPwsrYCNFqDq,,
Q4ypQFE5qYzYbth73,tjzdP9FsmbfAPniKg,5
MfcyCz3zJK6iGbdN5,,
aR7Qv8zsSyhRmtzE5,,
eSKzqGHBarM6Rtgit,,
HgPe9eiQhFmwxLDc5,,
5bMECvdHoehcKXg3S,,
XWfDTpYxHsNjhs6Gb,,
iSCBTJ2Fw3fFLE7BR,,
84hGiS2LNtkNTCGBi,,
q26cQQyDXmYiBHXno,,
ND9hL2tJcGHRbNDkW,,
ios58edZwMDhdsm6u,tEoyCBHHDfBZbuqQr,5
ios58edZwMDhdsm6u,6SkEoe57dJHwvBZEX,
SpJs74i8HPnrrAcps,,
2yeEj4JK7CyNzFX5X,,
xTZtupaDDDQGnNhuW,,
vEPYomp7JX6ibecND,,
iKNokCRQwtwwrCGfD,ozyF5GaanmNNGCcw4,
RpNsqn6HuYcntF6mr,,
AahRqS7KeAgaHEYkj,,
AxwDRd7mCHzzDjanN,,
AeSv9MiyKmRBcRGXp,,
nHKGsEXpTYtgCSoZt,,
GadherQy5eanWDJRa,,
iaYKhuvBGLzd8kAjb,PKJjxEqgMpmwaiSWb,
iaYKhuvBGLzd8kAjb,ozyF5GaanmNNGCcw4,5
iaYKhuvBGLzd8kAjb,tEoyCBHHDfBZbuqQr,5
iaYKhuvBGLzd8kAjb,3yWJHyFp2JTyxWdCr,5
iaYKhuvBGLzd8kAjb,6SkEoe57dJHwvBZEX,
T9BuEor4pi9mis3xb,ozyF5GaanmNNGCcw4,5
T9BuEor4pi9mis3xb,tEoyCBHHDfBZbuqQr,4
T9BuEor4pi9mis3xb,3yWJHyFp2JTyxWdCr,5
T9BuEor4pi9mis3xb,gWHs6xC8Ez25MzjEf,
T9BuEor4pi9mis3xb,jddLmYWXBX8yYHKpX,5
Lk9QqZF4GdqkRRduh,,
BYLxo7veQq7FCQXNW,3yWJHyFp2JTyxWdCr,5
BYLxo7veQq7FCQXNW,jddLmYWXBX8yYHKpX,5
gDBJ7wJacJigNG8fh,,
pTa3cmk9tdzz2pzBM,MqssEeRXKdEHFXwJp,
pTa3cmk9tdzz2pzBM,gzuJWLecJsMBwru5G,5
pTa3cmk9tdzz2pzBM,tLNdr8FDL2LXtErJy,5
pTa3cmk9tdzz2pzBM,4QojQ6sNpb9JYLYoN,5
DF5JwStHWQeGpAy7a,,
6CAtyQq7msMAiYo4o,,
Hnb5mAChZbMyrqLoL,,
mDsCakArP273PQXKE,,
xwm7GbQWdAX7d3KJ8,,
cAWc8mtzT3XwkwTLr,,
5g4eeeMpqhxL6bKnf,,
QWnQBT9qfqZvRnX3b,,
XXJxNLmNKHCD4PXFY,,
TiZY4QeD8vDdkcATf,,
DrmSqhCgiKLgzxeBL,,
ffiTbGeJWRJpr2aNa,,
9ubdczr4ojMZchf5h,,
dKApsMNimzYRpDXes,,
Pcub4GkrxaWQdABxG,,
k5rjTZn3RZvZjigWH,,
HdAPTKgCpWTovxCWY,,
R4aJZHccB97cHFG8L,,
HWGwwv5jrFfqP8MxS,,
RZCsKYd3DPMNqPjMs,,
9N2BbzmvckzmE3zsW,,
QfzuC4MjrnNgpvdRw,,
mX9mGXQfKP9w542RN,,
JGTSYqYwWf9wdxEEe,,
KjKC43aBerCAJxxAc,,
5u4sp25Rhzskmi3xN,,
kuTpDN9giNugs24Lh,,
tyLt7xxGwuD8AYskW,,
x2NADmNqJMoikutRW,,
PKEu9YQHny6wd5xtc,,
onFSfRyHWZJoPaR9k,,
XzmTyWQh6PhqoNBAw,,
dzAZuY5CoTvzereKi,,
7WjkQn2pPsSH8RLxX,,
4LWnBbppPrQNnXxnT,,
2Sr46w73mNjLd7Luj,,
tr2c4ndxnaiMsh9WC,,
fr9jQPyyFuS56jred,,
AKe3eRnJXxzrFC66M,,
S63YQofHinPNB8aHr,,
95YH7CbJk3kGcB3ug,,
hM8wsJoea9PxDtDMc,,
zjyRMHesvAHmkfHtB,,
WpfsJShzC8hMq8Gvg,,
gLdas7WHL4896PgS6,,
cx2g3bt4DLrYmZNeJ,,
5YWsx8CjQwaSQzFnW,,
mzRJbJgv4NuPhk84Q,,
XN4GS8htGTgEnnKrD,,
BzDmhShyebo7AGZD9,,
3pML4m2PaPELQbG46,,
hpWyAowGzduMWocqk,,
JFo9oRNeqpC5SngnD,,
mrw2ySbc23cvZfPxh,,
irMA2GZgfKtvbnfBN,,
jMasBAB4TaAzTo9PR,,
ANcbLkeRXXzqzNwq3,,
nyunf4AzMBysYkseJ,,
o65PWN6W4haZPGSFf,,
LinGta2f8gzga4kSy,,
HGFhSDfyY5LxozN6B,,
mtDuMpacnMqyeZq3p,,
Y9pD3EtNPN3awz4LA,,
9t7hNzhuXpNMHCgWW,,
SHgQrDHJX9YBRs6Kd,,
cNBHRSjJKuQEifemA,,
o4irysXcJM48bjaET,,
R999G4mWyi3ekibC2,,
dTdPAJyEBobqRnFma,,
qHsAiCrHQziBsRbMz,,
L883ebATEoS6qPD2Y,,
4GNhuAdQv6pZSgDwo,,
8NvigLpjCMcXGxdAq,,
xHgkhicKbL7HcbJTt,,
PrQxK9wuSFcDkqAZz,,
kEcpASkdDFrrMwjAi,,
cps5QzmZ4YEPkpu3T,,
MfvLFJCL6MxfMez82,,
fNz2MvKmdq9wmLiPS,,
3pWjxqJtWgzJqeK4E,,
yvgPmDt6nkZSa3N7g,,
ibJPN7mAQgwyJhif9,,
gJSjqXJ7yE6amrLAG,,
6ThfYdGkNsR2zhKsL,,
rxGK27m3JoGtrCs66,,
Dnmwpq5JLMarFBMKb,,
k6SCXYB6cEFayL3mA,,
XtNeyd4QEDsQhaWMJ,,
