Date,Open,High,Low,Close,Adj Close,Volume
2023-01-18,784.000000,795.849976,776.599976,786.500000,781.247925,5585785
2023-01-19,783.950012,783.950012,771.750000,776.049988,770.867676,5086667
2023-01-20,776.000000,786.599976,772.450012,774.450012,769.278381,3328697
2023-01-23,778.349976,778.349976,762.400024,769.049988,763.914429,4283589
2023-01-24,769.150024,774.000000,758.000000,761.200012,756.116882,3011438
2023-01-25,753.000000,756.900024,706.000000,713.150024,708.387756,17085455
2023-01-27,699.000000,699.849976,537.000000,596.950012,592.963684,64194046
2023-01-30,620.000000,656.599976,566.950012,597.000000,593.013367,58256575
2023-01-31,600.000000,626.900024,588.099976,612.650024,608.558838,33272489
2023-02-01,627.000000,629.000000,459.500000,495.149994,491.843475,46557720
2023-02-02,510.000000,534.000000,424.049988,462.450012,459.361847,115517458
2023-02-03,459.000000,507.000000,395.100006,498.850006,495.518768,89662866
2023-02-06,498.000000,548.700012,476.700012,545.450012,541.807617,38363919
2023-02-07,550.000000,598.450012,543.000000,553.150024,549.456177,46650736
2023-02-08,564.000000,605.000000,563.000000,599.250000,595.248352,31111885
2023-02-09,587.250000,589.000000,546.200012,582.299988,578.411499,22494005
2023-02-10,573.599976,599.900024,560.000000,583.950012,580.050537,12527188
2023-02-13,587.900024,596.099976,537.400024,553.700012,550.002502,19528545
2023-02-14,551.000000,581.250000,538.299988,565.099976,561.326355,17976429
2023-02-15,567.799988,578.849976,561.900024,569.049988,565.250000,9259895
2023-02-16,580.000000,590.799988,573.299988,577.200012,573.345581,9909820
2023-02-17,579.000000,586.000000,569.099976,578.650024,574.785889,8880620
